City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
343,Luau,-10.7073,22.2247,72.77,overcast clouds,28,100,4.38,AO
344,Ghanzi,-21.5667,21.7833,60.55,scattered clouds,45,42,5.35,BW
345,Wagar,16.1525,36.2032,92.7,clear sky,36,8,14.52,SD
346,Caravelas,-17.7125,-39.2481,75.24,clear sky,71,1,6.51,BR
347,Riyadh,24.6877,46.7219,98.74,scattered clouds,13,47,13.96,SA
348,Ust-Kachka,58.006,55.6725,66.49,overcast clouds,81,100,3.58,RU
349,Lazaro Cardenas,17.9583,-102.2,86.85,overcast clouds,64,100,7.16,MX
350,Kruisfontein,-34.0033,24.7314,51.89,overcast clouds,74,100,5.91,ZA
351,Tanete,-3.9443,119.7848,73.04,scattered clouds,96,34,4.59,ID
352,Vytegra,61.0064,36.4481,66.45,overcast clouds,70,99,5.77,RU
353,Banes,20.9625,-75.7186,86.47,broken clouds,65,71,18.41,CU
354,Los Llanos De Aridane,28.6585,-17.9182,69.55,few clouds,78,20,16.11,ES
355,Klaksvik,62.2266,-6.589,52.72,overcast clouds,82,100,7.05,FO
356,Mar Del Plata,-38.0023,-57.5575,51.94,clear sky,70,0,9.22,AR
357,Keita,14.7551,5.7749,91.9,overcast clouds,41,100,7.34,NE
358,Nome,64.5011,-165.4064,47.16,light rain,93,100,10.36,US
359,Zuenoula,7.4292,-6.0431,76.48,scattered clouds,73,45,4.09,CI
360,Craig,40.5153,-107.5464,91.35,clear sky,15,0,5.75,US
361,Armidale,-30.5167,151.65,42.42,broken clouds,95,57,8.25,AU
362,Nouadhibou,20.931,-17.0347,78.78,scattered clouds,78,26,9.22,MR
363,Port Arthur,38.8,121.2667,75.42,overcast clouds,88,100,2.04,CN
364,Seoul,37.5683,126.9778,74.64,mist,100,40,3.44,KR
365,Port Lincoln,-34.7333,135.8667,52.86,overcast clouds,68,96,6.53,AU
366,Upata,8.0086,-62.3989,87.19,overcast clouds,63,88,7.87,VE
367,Bonavista,48.6499,-53.1147,65.08,scattered clouds,72,31,15.86,CA
368,Palmer,42.1584,-72.3287,94.21,few clouds,37,20,12.66,US
369,Jumla,29.2747,82.1838,63.43,overcast clouds,97,100,0.89,NP
370,Cocal,-28.6167,-49.35,76.57,overcast clouds,68,100,1.16,BR
371,Binabalian,16.4202,119.9279,83.98,clear sky,75,0,4.18,PH
372,Yangjiang,21.85,111.9667,79.0,clear sky,84,5,4.23,CN
373,Raudeberg,61.9875,5.1352,59.67,overcast clouds,83,92,26.6,NO
374,Laguna,38.421,-121.4238,96.31,clear sky,33,0,5.75,US
375,Gat,31.61,34.7642,81.28,clear sky,100,5,5.35,IL
376,Bagacay,12.9821,124.1415,82.2,overcast clouds,81,100,5.86,PH
377,Soimi,46.6833,22.1167,78.8,broken clouds,29,84,3.44,RO
378,Itaituba,-4.2761,-55.9836,91.56,scattered clouds,58,40,0.0,BR
379,Umm Kaddadah,13.6017,26.6876,91.53,clear sky,31,0,5.5,SD
380,Thompson,55.7435,-97.8558,61.39,overcast clouds,63,100,5.77,CA
381,Nakhon Thai,17.1006,100.8374,74.44,overcast clouds,97,100,0.89,TH
382,Sigulda,57.1519,24.8647,70.77,clear sky,84,2,5.44,LV
383,Cockburn Town,21.4612,-71.1419,78.42,overcast clouds,87,100,20.85,TC
384,Atbasar,51.8,68.3333,59.95,clear sky,79,0,6.55,KZ
385,Nishihara,26.1842,127.7558,84.25,light intensity drizzle,86,75,11.5,JP
386,Shubarshi,48.5872,57.1869,73.49,scattered clouds,51,33,3.89,KZ
387,Upernavik,72.7868,-56.1549,42.22,overcast clouds,95,100,23.47,GL
388,Shimoda,34.6667,138.95,77.11,clear sky,86,0,15.66,JP
389,Tilichiki,60.4667,166.1,53.47,few clouds,76,11,2.46,RU
390,Kuching,1.55,110.3333,77.22,scattered clouds,100,40,2.3,MY
391,Salinopolis,-0.6136,-47.3561,83.26,overcast clouds,69,85,11.25,BR
392,Uchiza,-8.4592,-76.4633,88.68,clear sky,44,5,2.46,PE
393,Atar,20.5169,-13.0499,86.56,light rain,59,63,18.01,MR
394,Deputatskiy,69.3,139.9,47.39,overcast clouds,62,100,4.45,RU
395,Imbituba,-28.24,-48.6703,75.85,light rain,90,100,4.21,BR
396,Miri,4.4148,114.0089,76.93,overcast clouds,90,100,5.28,MY
397,Kerouane,9.2667,-9.0167,72.18,moderate rain,91,89,1.86,GN
398,Kocevje,45.6433,14.8633,77.85,clear sky,62,0,3.24,SI
399,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,94.44,overcast clouds,22,100,7.23,BR
400,Sorong,-0.8833,131.25,77.05,broken clouds,88,67,11.16,ID
401,Wukari,7.85,9.7833,74.35,light rain,92,100,4.61,NG
402,Usinsk,65.9939,57.5281,45.19,clear sky,78,4,8.46,RU
403,Soure,-0.7167,-48.5233,85.78,broken clouds,60,84,6.02,BR
404,Cabo San Lucas,22.8909,-109.9124,97.11,clear sky,36,0,4.61,MX
405,Baisha,26.5222,110.9311,76.01,clear sky,86,7,4.83,CN
406,Camocim,-2.9022,-40.8411,82.6,overcast clouds,69,97,13.71,BR
407,Uige,-7.6087,15.0613,75.74,overcast clouds,50,100,3.98,AO
408,Coihaique,-45.5752,-72.0662,26.55,broken clouds,86,75,6.91,CL
409,Harrisonburg,38.4496,-78.8689,92.61,broken clouds,43,75,12.66,US
410,San Andres,12.5847,-81.7006,86.02,broken clouds,79,75,8.05,CO
411,Lompoc,34.6391,-120.4579,85.69,clear sky,72,0,16.11,US
412,Mantua,45.1667,10.7833,94.24,broken clouds,46,63,1.99,IT
413,Yar-Sale,66.8333,70.8333,44.74,overcast clouds,95,100,16.06,RU
414,Solnechnyy,50.7214,136.6319,55.35,overcast clouds,96,100,5.55,RU
415,Padampur,29.6833,73.6167,86.34,heavy intensity rain,73,99,6.64,IN
416,Bayangol,50.6977,103.4656,46.56,overcast clouds,97,100,3.87,RU
417,Koshki,54.2091,50.4677,63.41,overcast clouds,82,98,7.25,RU
418,Kembolcha,11.0816,39.7434,66.97,light rain,73,55,3.11,ET
419,La Rioja,42.25,-2.5,62.38,overcast clouds,75,98,4.97,ES
420,Arrecife,28.963,-13.5477,78.78,few clouds,69,20,24.16,ES
421,Russell,32.3502,-85.1999,91.9,scattered clouds,66,40,0.0,US
422,Macomb,40.4592,-90.6718,91.02,clear sky,55,0,9.22,US
423,Zaysan,47.4667,84.8667,63.61,overcast clouds,78,89,3.02,KZ
424,Chapais,49.7834,-74.8492,74.98,broken clouds,44,74,10.71,CA
425,Milkovo,54.7167,158.6167,56.17,overcast clouds,66,100,6.46,RU
426,Tarko-Sale,64.9225,77.785,50.31,overcast clouds,71,100,9.24,RU
427,Arnes,60.1211,11.4663,63.48,overcast clouds,91,100,5.08,NO
428,Pundaguitan,6.3711,126.1689,82.36,scattered clouds,73,48,4.7,PH
429,Luanda,-8.8368,13.2343,69.8,few clouds,88,20,5.75,AO
430,Kedougou,12.5579,-12.1743,84.78,broken clouds,74,75,4.61,SN
431,Santa Fe,-31.6333,-60.7,77.0,clear sky,57,9,7.0,AR
432,Isangel,-19.55,169.2667,75.81,heavy intensity rain,86,100,11.32,VU
433,Khorinsk,52.1657,109.7726,61.86,light rain,97,100,3.38,RU
434,Talnakh,69.4865,88.3972,63.21,overcast clouds,59,88,5.55,RU
435,Padang,-0.9492,100.3543,78.04,overcast clouds,86,96,3.67,ID
436,Sept-Iles,50.2001,-66.3821,65.05,mist,90,100,1.01,CA
437,Mahuva,21.0914,71.7622,80.26,overcast clouds,84,100,14.83,IN
438,Tottori,35.5,134.2333,72.75,broken clouds,89,73,8.39,JP
439,Hamilton,39.1834,-84.5333,94.24,haze,53,0,12.66,US
440,Mangan,27.5167,88.5333,75.88,light rain,87,100,1.43,IN
441,Lieksa,63.3167,30.0167,66.97,broken clouds,87,54,6.22,FI
442,Victoria,22.2855,114.1577,88.18,scattered clouds,80,35,8.01,HK
443,Lucapa,-8.4192,20.7447,75.36,clear sky,28,2,3.22,AO
444,Bereda,43.2686,-7.5406,62.42,clear sky,96,7,6.53,ES
445,Rio Grande,-32.035,-52.0986,69.91,overcast clouds,96,100,2.62,BR
446,Iglesias,39.3114,8.535,85.73,clear sky,50,0,2.71,IT
447,Zamora,-4.0692,-78.9567,76.01,light rain,78,90,3.38,EC
448,Srednekolymsk,67.45,153.6833,44.98,clear sky,73,5,11.68,RU
449,Codrington,-38.2667,141.9667,51.58,light rain,91,100,10.87,AU
450,Kavaratti,10.5669,72.642,81.28,overcast clouds,81,100,18.79,IN
451,Walvis Bay,-22.9575,14.5053,65.35,clear sky,55,0,3.44,NA
452,Levelland,33.5873,-102.378,97.2,clear sky,28,0,12.26,US
453,Filingue,14.3521,3.3168,93.31,overcast clouds,39,100,3.4,NE
454,La Ronge,55.1001,-105.2842,57.42,overcast clouds,71,100,8.05,CA
455,Kathu,7.9178,98.3332,85.69,overcast clouds,99,100,5.64,TH
456,Tsukumi,33.0706,131.8572,71.73,broken clouds,86,73,8.55,JP
457,Luorong,24.4058,109.6086,79.16,clear sky,83,0,3.38,CN
458,Mukhen,48.1,136.1,58.26,overcast clouds,98,100,1.39,RU
459,Sahuaripa,29.05,-109.2333,95.61,scattered clouds,37,33,2.04,MX
460,Camana,-16.6228,-72.7111,62.29,broken clouds,80,51,5.95,PE
461,Moranbah,-22.0016,148.0466,53.87,clear sky,89,0,8.97,AU
462,Paita,-5.0892,-81.1144,68.95,few clouds,73,20,13.85,PE
463,Nautanwa,27.4333,83.4167,83.88,overcast clouds,73,100,8.34,IN
464,Fort Nelson,58.8053,-122.7002,67.59,broken clouds,56,75,4.61,CA
465,Sobolevo,54.4299,31.8996,63.77,broken clouds,78,71,2.95,RU
466,Amapa,1.0,-52.0,81.66,overcast clouds,79,100,3.98,BR
467,Nago,26.5881,127.9761,85.05,overcast clouds,87,96,10.63,JP
468,Broken Hill,-31.95,141.4333,55.06,overcast clouds,67,100,8.19,AU
469,Katherine,-14.4667,132.2667,50.32,clear sky,57,2,8.05,AU
470,Maningrida,-12.0667,134.2667,53.58,scattered clouds,71,40,8.12,AU
471,Cururupu,-1.8283,-44.8683,85.05,scattered clouds,63,40,3.71,BR
472,Qingdao,36.0986,120.3719,76.6,heavy intensity rain,94,75,6.71,CN
473,Dvinskoy,62.1535,45.1175,64.17,broken clouds,74,73,0.92,RU
474,Ranong,9.9658,98.6348,77.7,moderate rain,87,100,4.09,TH
475,Mirnyy,62.5353,113.9611,60.24,overcast clouds,77,100,1.99,RU
476,Te Anau,-45.4167,167.7167,31.5,broken clouds,95,68,2.46,NZ
477,Estevan,49.1334,-102.9842,80.94,clear sky,44,0,9.22,CA
478,Dryden,49.7833,-92.7503,71.89,overcast clouds,53,100,10.36,CA
479,Arlit,18.7369,7.3853,103.42,scattered clouds,12,46,6.38,NE
480,Nadym,65.5333,72.5167,45.52,overcast clouds,95,100,7.61,RU
481,Ouro Preto Do Oeste,-10.7481,-62.2158,96.53,clear sky,26,1,3.91,BR
482,Assiniboia,49.6334,-105.9845,78.62,clear sky,27,7,10.36,CA
483,Ahero,-0.1746,34.9163,69.71,overcast clouds,72,99,1.5,KE
484,Borba,-4.3878,-59.5939,82.87,overcast clouds,69,100,1.14,BR
485,Vakhrushev,48.9833,142.9667,57.79,overcast clouds,98,100,0.98,RU
486,Luderitz,-26.6481,15.1594,59.85,broken clouds,69,66,15.03,NA
487,San Jeronimo,-11.9472,-75.2829,65.3,clear sky,23,2,2.93,PE
488,Vanimo,-2.6741,141.3028,76.69,broken clouds,89,53,3.83,PG
489,Vagur,61.4732,-6.8119,51.19,overcast clouds,82,100,8.39,FO
490,Sakakah,29.9697,40.2064,98.17,clear sky,13,3,12.95,SA
491,Chhatak,25.0333,91.6667,81.75,very heavy rain,89,100,2.82,BD
492,Nador,35.174,-2.9287,82.47,few clouds,78,20,3.44,MA
493,Rosetta,31.4044,30.4164,77.85,clear sky,68,0,8.63,EG
494,Porto Nacional,-10.7081,-48.4172,93.2,clear sky,21,1,4.59,BR
495,Manado,1.487,124.8455,77.77,scattered clouds,88,40,2.3,ID
496,Saint Anthony,45.0205,-93.218,92.93,clear sky,38,0,12.66,US
497,Salalah,17.0151,54.0924,77.09,broken clouds,94,75,3.44,OM
498,Sungai Pelek,2.6449,101.717,75.33,few clouds,94,20,0.0,MY
499,Brae,60.3964,-1.353,52.16,overcast clouds,75,100,10.02,GB
500,Dir,35.2058,71.8756,73.17,broken clouds,90,83,0.45,PK
501,Moose Factory,51.2585,-80.6094,66.18,overcast clouds,88,100,6.91,CA
502,Barreirinhas,-2.7469,-42.8264,86.88,scattered clouds,58,44,9.33,BR
503,Lugovoy,42.9472,72.7644,80.74,clear sky,23,0,2.64,KZ
504,Lewistown,40.5992,-77.5714,94.17,few clouds,70,20,11.5,US
505,Stokmarknes,68.5646,14.9108,51.76,light intensity drizzle,93,75,11.5,NO
506,Kumluca,36.3703,30.2869,84.96,clear sky,39,0,6.76,TR
507,Capao Bonito,-24.0058,-48.3494,79.59,clear sky,30,6,1.7,BR
508,Vertou,47.1687,-1.4693,71.58,clear sky,64,0,5.75,FR
509,Yerofey Pavlovich,53.9667,121.9667,61.23,overcast clouds,96,98,3.42,RU
510,Gorontalo,0.5412,123.0595,73.76,clear sky,95,7,2.71,ID
511,Makueni,-1.8041,37.6203,60.8,clear sky,72,9,7.11,KE
512,Indian Head,38.6001,-77.1622,98.02,clear sky,47,0,9.22,US
513,Mayumba,-3.432,10.6554,69.1,broken clouds,87,74,7.38,GA
514,Meulaboh,4.1363,96.1285,76.44,moderate rain,87,100,5.01,ID
515,Iqaluit,63.7506,-68.5145,43.36,overcast clouds,76,91,6.67,CA
516,Grand Gaube,-20.0064,57.6608,70.38,clear sky,73,1,7.0,MU
517,Mogadishu,2.0371,45.3438,75.92,few clouds,82,17,18.23,SO
518,Toccoa,34.5773,-83.3324,92.95,scattered clouds,59,40,0.0,US
519,Deniliquin,-35.5333,144.9667,51.57,overcast clouds,75,100,11.65,AU
520,Kenai,60.5544,-151.2583,60.03,broken clouds,76,75,16.11,US
521,Rakaia,-43.75,172.0167,31.37,few clouds,91,14,3.29,NZ
522,Razdolnoye,43.55,131.9167,63.01,overcast clouds,96,99,5.61,RU
523,Kashi,39.4547,75.9797,83.41,clear sky,23,0,6.71,CN
524,Ergani,38.2653,39.7621,78.69,clear sky,20,0,9.84,TR
525,Shahabad,27.65,79.95,84.92,overcast clouds,73,100,8.9,IN
526,Krasnyy Profintern,57.7446,40.435,66.22,clear sky,74,6,5.73,RU
527,Halifax,44.6453,-63.5724,85.89,scattered clouds,80,40,11.5,CA
528,Leh,34.1667,77.5833,71.6,overcast clouds,17,92,6.44,IN
529,Chingirlau,51.095,54.0814,71.47,overcast clouds,50,97,4.0,KZ
530,Nemuro,43.3236,145.575,59.09,moderate rain,95,100,11.54,JP
531,Nsoko,-27.0333,31.95,56.46,clear sky,93,0,3.02,SZ
532,Porto Novo,6.4965,2.6036,76.05,overcast clouds,82,100,8.81,BJ
533,Waverley,-25.7023,28.2591,59.61,scattered clouds,69,45,2.3,ZA
534,Homer,59.6425,-151.5483,55.27,overcast clouds,76,100,12.66,US
535,Kapellen,51.3146,4.4383,67.05,few clouds,77,20,6.91,BE
536,Nikki,9.9401,3.2108,74.12,light rain,90,99,1.05,BJ
537,Makungu,-8.7333,35.2833,54.05,clear sky,91,3,2.59,TZ
538,Gisors,49.2818,1.7801,70.79,overcast clouds,90,100,6.64,FR
539,Outjo,-20.1167,16.15,65.84,broken clouds,34,72,6.31,NA
540,Zilair,52.2332,57.4392,58.46,scattered clouds,76,47,5.66,RU
541,Pokhara,28.2333,83.9833,73.36,overcast clouds,87,100,1.54,NP
542,Evensk,61.95,159.2333,57.58,clear sky,50,4,4.72,RU
543,Svetlogorsk,52.6333,29.7333,63.07,clear sky,79,3,5.01,BY
544,Rodos,36.4408,28.2225,85.66,clear sky,29,0,8.05,GR
545,Pandan,14.0453,124.1694,80.96,overcast clouds,85,100,4.47,PH
546,Princeton,25.5384,-80.4089,92.01,few clouds,66,20,11.5,US
547,Belen,36.4891,36.2233,75.34,clear sky,47,0,10.36,TR
548,Yerbogachen,61.2767,108.0108,61.27,overcast clouds,71,100,5.46,RU
549,Cabanas,22.9758,-82.9219,87.55,light rain,61,18,10.22,CU
550,Taywarah,33.35,64.4167,67.3,clear sky,20,4,2.06,AF
551,Taber,49.8167,-112.1518,72.45,broken clouds,49,70,8.05,CA
552,Makhachkala,42.9764,47.5024,75.18,clear sky,65,0,2.98,RU
553,Portland,45.5234,-122.6762,70.95,broken clouds,67,75,5.01,US
554,Ushtobe,45.2514,77.9838,78.06,clear sky,31,4,1.72,KZ
555,Sturgeon Falls,46.3646,-79.9326,80.13,overcast clouds,46,97,13.2,CA
556,Potosi,-19.5836,-65.7531,60.01,clear sky,9,0,9.1,BO
557,Carballo,43.213,-8.691,70.75,clear sky,78,0,9.89,ES
558,Gouyave,12.1646,-61.7296,86.77,few clouds,66,20,17.27,GD
559,North Platte,41.1239,-100.7654,93.09,clear sky,40,0,9.22,US
560,Pozo Colorado,-23.4923,-58.7972,93.78,overcast clouds,21,100,11.7,PY
561,Zhangye,38.9342,100.4517,70.38,clear sky,33,0,7.25,CN
562,Changping,40.2186,116.2197,71.24,overcast clouds,87,100,5.91,CN
563,Kailua,21.4022,-157.7394,82.38,broken clouds,72,75,11.5,US
564,Nantucket,41.2835,-70.0995,89.74,clear sky,74,0,6.91,US
565,Wellington,-41.2866,174.7756,46.06,light rain,84,75,8.05,NZ
566,Mehamn,71.0357,27.8492,53.51,scattered clouds,92,29,19.84,NO
567,Hovd,48.0056,91.6419,62.98,overcast clouds,52,93,18.5,MN
568,Araouane,18.9048,-3.5265,96.06,light rain,32,62,4.43,ML
569,Terme,41.2092,36.9739,67.93,clear sky,86,0,5.39,TR
570,Huarmey,-10.0681,-78.1522,67.28,scattered clouds,72,34,10.56,PE
571,Lao Cai,22.4833,103.95,75.87,overcast clouds,99,87,0.85,VN
572,Iracoubo,5.4802,-53.2011,82.58,scattered clouds,71,29,7.0,GF
573,Byron Bay,-28.65,153.6167,59.94,light rain,84,100,23.11,AU
574,Fort-Shevchenko,44.5086,50.263,77.67,overcast clouds,62,100,13.73,KZ
575,Nova Borova,50.693,28.6345,65.03,clear sky,64,0,6.04,UA
576,Aksarka,66.5606,67.7975,46.63,overcast clouds,93,100,6.8,RU
577,Kulunda,52.566,78.9385,62.85,clear sky,68,5,8.48,RU
578,Hluti,-27.2167,31.6167,60.31,clear sky,84,0,3.42,SZ
579,Honiara,-9.4333,159.95,75.99,clear sky,85,0,3.94,SB
580,Fernley,39.608,-119.2518,94.21,clear sky,7,0,4.0,US
581,Barcelos,41.5388,-8.6151,83.91,clear sky,49,0,8.75,PT
582,Vallenar,-28.5708,-70.7581,69.73,overcast clouds,48,100,4.47,CL
583,Chimbarongo,-34.7,-71.05,58.08,few clouds,57,13,4.54,CL
584,La Tuque,47.4334,-72.7824,83.79,scattered clouds,34,44,8.5,CA
585,Dongsheng,39.8161,109.9776,63.91,clear sky,48,0,9.46,CN
586,Karlskrona,56.1616,15.5866,63.05,few clouds,76,13,15.86,SE
587,Tranas,58.0372,14.9782,62.38,overcast clouds,66,98,3.56,SE
588,Mitchell,43.7094,-98.0298,91.38,clear sky,43,0,9.22,US
589,Saint-Francois,46.4154,3.9054,80.04,clear sky,50,0,4.61,FR
590,Kyzyl-Suu,42.3414,78.0056,67.68,clear sky,37,1,4.72,KG
591,Batticaloa,7.7102,81.6924,79.9,overcast clouds,83,100,2.35,LK
592,Inuvik,68.3499,-133.7218,76.06,broken clouds,35,75,5.75,CA
593,Sakaiminato,35.55,133.2333,71.58,scattered clouds,94,40,9.22,JP
594,Zychlin,52.244,19.6261,72.7,clear sky,56,0,6.02,PL
595,Mirabad,30.4362,61.8383,99.45,clear sky,9,6,7.45,AF
596,Noumea,-22.2763,166.4572,80.58,broken clouds,99,77,7.4,NC
597,Susanville,40.4163,-120.653,88.09,clear sky,11,0,10.0,US
598,Minab,27.1467,57.0801,91.72,overcast clouds,66,100,4.61,IR
599,Coahuayana,18.7333,-103.6833,89.67,overcast clouds,61,89,6.67,MX
600,Springdale,36.1867,-94.1288,96.82,clear sky,41,0,11.5,US
601,Naze,28.3667,129.4833,77.92,few clouds,84,20,7.76,JP
602,Makakilo City,21.3469,-158.0858,80.92,broken clouds,63,75,12.66,US
603,Podujevo,42.9106,21.1931,79.75,clear sky,40,0,3.67,XK
604,Abu Kamal,34.4506,40.9171,92.46,clear sky,16,0,7.87,SY
605,Weligama,5.9667,80.4167,78.22,overcast clouds,89,100,13.38,LK
606,Teixoso,40.3145,-7.4576,77.68,clear sky,23,7,6.58,PT
607,Vostok,46.4856,135.8833,57.7,overcast clouds,97,99,2.64,RU
608,Toamasina,-18.1667,49.3833,68.23,light rain,84,92,5.93,MG
609,Saint-Leu,-21.15,55.2833,68.32,clear sky,70,2,2.04,RE
610,Launceston,-41.45,147.1667,52.81,broken clouds,81,75,10.36,AU
611,Nouakchott,18.0858,-15.9785,85.93,light rain,81,42,13.13,MR
612,Kurchum,48.5722,83.6542,64.0,overcast clouds,78,100,3.98,KZ
613,Ostrovnoy,68.0531,39.5131,51.35,overcast clouds,95,100,15.55,RU
614,Bezhetsk,57.7851,36.6965,63.07,clear sky,72,6,2.24,RU
615,Shirokiy,49.758,129.523,59.88,broken clouds,96,81,6.73,RU
616,Mackay,-21.15,149.2,58.35,clear sky,83,6,6.82,AU
617,Calabar,4.9517,8.322,73.24,light rain,95,99,3.4,NG
618,Tsabong,-26.0217,22.401,64.62,clear sky,34,10,6.35,BW
619,Polovinnoye,54.7914,65.9864,59.16,clear sky,84,8,8.23,RU
620,Tucurui,-3.7661,-49.6725,90.5,few clouds,38,19,4.29,BR
621,Iquique,-20.2208,-70.1431,62.64,clear sky,71,6,7.52,CL
622,Spencer,43.1414,-95.1444,89.71,few clouds,45,20,11.5,US
623,Vaijapur,19.9167,74.7333,74.44,overcast clouds,83,100,12.53,IN
624,Inhambane,-23.865,35.3833,62.58,few clouds,94,20,0.0,MZ
625,Sijunjung,-0.6876,100.9537,72.66,overcast clouds,99,100,0.2,ID
626,Lufilufi,-13.8745,-171.5986,74.98,light rain,78,24,9.89,WS
627,Tiznit,29.5833,-9.5,91.09,few clouds,23,11,4.14,MA
628,Taganak,6.0833,118.3,78.94,overcast clouds,72,93,3.47,PH
629,Tha Mai,12.6214,102.0048,83.05,overcast clouds,86,100,4.0,TH
630,Ascension,30.2169,-90.9001,91.99,broken clouds,73,75,3.44,US
631,Grindavik,63.8424,-22.4338,55.87,broken clouds,82,75,6.91,IS
632,Celestun,20.8667,-90.4,87.46,scattered clouds,64,30,12.46,MX
633,Ulkan,57.243,107.3223,59.02,broken clouds,99,68,2.53,RU
634,Dabat,12.9842,37.765,55.09,scattered clouds,91,34,1.41,ET
635,Binzhou,37.3667,118.0167,69.04,overcast clouds,88,100,5.64,CN
636,Artvin,41.1667,41.8333,57.31,few clouds,93,16,2.08,TR
637,Voskresenskoye,56.8381,45.4317,63.48,broken clouds,72,51,2.86,RU
638,Ialibu,-6.2821,143.9935,52.34,few clouds,95,16,2.48,PG
639,Gazanjyk,39.2446,55.5154,80.58,clear sky,70,0,15.05,TM
640,Santa Cruz Del Sur,20.7147,-77.9956,87.84,scattered clouds,64,45,6.46,CU
641,Kapoeta,4.7717,33.5903,84.83,overcast clouds,37,97,11.48,SS
642,Cedar City,37.6775,-113.0619,95.97,clear sky,13,0,14.97,US
643,Hailar,49.2,119.7,63.97,few clouds,84,23,8.12,CN
644,Soyalo,16.9,-92.9167,74.3,overcast clouds,58,92,2.06,MX
645,Montivilliers,49.5452,0.1877,68.77,broken clouds,83,75,2.3,FR
646,Popondetta,-8.7537,148.2534,73.13,scattered clouds,90,26,2.48,PG
647,Hobyo,5.3505,48.5268,76.3,few clouds,81,11,22.95,SO
648,Malia,35.2833,25.4667,84.81,clear sky,51,0,7.0,GR
649,Yarkovo,57.4028,67.0786,55.47,few clouds,93,11,4.23,RU
650,Sajanan,37.0573,9.2426,88.72,clear sky,37,0,8.7,TN
651,Raymond Terrace,-32.75,151.75,60.01,broken clouds,100,75,5.75,AU
652,Amethi,26.15,81.8167,85.35,overcast clouds,73,100,9.01,IN
653,Maarianhamina,60.0973,19.9348,66.06,overcast clouds,82,100,3.44,AX
654,Wangaratta,-36.3667,146.3333,44.31,light rain,77,100,4.05,AU
655,Sendai,38.2689,140.8719,70.9,few clouds,96,20,2.24,JP
656,Dunedin,-45.8742,170.5036,43.81,few clouds,80,16,5.99,NZ
657,Springbok,-29.6643,17.8865,54.0,overcast clouds,48,100,3.2,ZA
658,Yairipok,24.6667,94.0667,70.97,overcast clouds,92,89,0.16,IN
659,Bethanien,-26.502,17.1583,62.1,few clouds,27,14,2.08,NA
660,Hervey Bay,-25.2986,152.8535,63.23,overcast clouds,78,100,19.8,AU
661,Kyra,49.5776,111.9753,57.11,overcast clouds,94,100,0.09,RU
662,Vung Tau,10.346,107.0843,80.38,overcast clouds,81,100,4.85,VN
663,Dudinka,69.4058,86.1778,63.63,broken clouds,68,81,8.43,RU
664,Kyaukse,21.6,96.1333,77.58,overcast clouds,87,100,6.71,MM
665,Shieli,44.1667,66.75,90.99,clear sky,19,0,14.79,KZ
666,Gazli,40.1333,63.45,98.04,clear sky,13,0,11.86,UZ
667,Ajdabiya,30.7554,20.2263,78.96,clear sky,71,0,19.04,LY
668,Korba,22.35,82.6833,79.3,light rain,89,100,3.69,IN
669,Jodhpur,26.2867,73.03,84.92,overcast clouds,71,100,9.13,IN
670,Yumen,40.2833,97.2,76.39,clear sky,15,0,11.07,CN
671,Porto Torres,40.835,8.3972,84.38,clear sky,68,0,3.51,IT
672,Ndola,-12.9587,28.6366,64.74,broken clouds,45,69,8.55,ZM
673,Staszow,50.5631,21.1659,79.5,broken clouds,79,71,9.13,PL
674,San Quintin,30.4833,-115.95,73.98,overcast clouds,65,100,16.75,MX
675,Morondava,-20.2833,44.2833,72.32,clear sky,74,0,13.35,MG
676,Ishigaki,24.3448,124.1572,82.53,few clouds,94,20,8.05,JP
677,Asau,46.4333,26.4,74.32,clear sky,52,5,5.12,RO
678,Arfara,37.15,22.0333,83.95,clear sky,83,0,0.0,GR
679,Kaoma,-14.7833,24.8,61.48,clear sky,45,3,5.44,ZM
680,Garhi Yasin,27.9069,68.511,84.22,overcast clouds,58,98,9.15,PK
681,Paamiut,61.994,-49.6678,45.5,clear sky,84,6,6.06,GL
682,Crixas,-14.5489,-49.9692,91.42,clear sky,20,0,5.12,BR
683,Deer Lake,49.1667,-57.4316,82.26,broken clouds,57,75,8.05,CA
684,Balkanabat,39.5108,54.3671,81.23,clear sky,58,0,8.32,TM
685,Ganzhou,28.8184,115.4327,81.73,broken clouds,77,71,4.88,CN
686,Westport,41.1415,-73.3579,96.3,clear sky,44,0,11.5,US
687,Vangaindrano,-23.35,47.6,64.92,light rain,87,15,2.42,MG
688,Kirakira,-10.4544,161.9205,77.14,broken clouds,84,76,3.87,SB
689,Takefu,35.9039,136.1669,71.4,overcast clouds,91,100,6.69,JP
690,Pudozh,61.8099,36.5345,65.53,overcast clouds,77,96,4.12,RU
691,Cabatuan,10.8794,122.486,76.12,moderate rain,91,85,5.39,PH
692,Mehran,33.1222,46.1646,97.72,clear sky,12,0,14.23,IR
693,Omboue,-1.5746,9.2618,71.2,broken clouds,81,78,11.48,GA
694,Navoi,40.0844,65.3792,87.28,clear sky,15,0,0.0,UZ
695,Vaitape,-16.5167,-151.75,77.9,light rain,74,16,9.93,PF
696,Oyama,36.3,139.8,84.58,broken clouds,93,84,4.54,JP
